customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,MonthlyCharges,Churn
CUST00080,Female,0,Yes,No,14,Yes,Fiber optic,Month-to-month,35.99,Yes
CUST00081,Male,0,Yes,Yes,37,Yes,No,Month-to-month,56.12,No
CUST00082,Female,1,Yes,Yes,13,Yes,Fiber optic,Month-to-month,49.88,Yes
CUST00083,Male,0,No,No,56,Yes,Fiber optic,Two year,37.8,No
CUST00084,Female,0,Yes,Yes,58,Yes,DSL,One year,63.2,No
CUST00085,Male,0,No,Yes,7,Yes,DSL,Month-to-month,114.68,Yes
CUST00086,Male,0,No,No,71,Yes,Fiber optic,Month-to-month,72.88,Yes
CUST00087,Female,0,No,No,18,Yes,DSL,One year,47.21,No
CUST00088,Male,0,Yes,Yes,31,No,Fiber optic,Month-to-month,54.11,Yes
CUST00089,Female,0,No,No,28,Yes,Fiber optic,Two year,80.53,No
CUST00090,Female,0,Yes,Yes,40,Yes,Fiber optic,Month-to-month,53.98,Yes
CUST00091,Female,0,No,Yes,44,Yes,Fiber optic,Month-to-month,72.91,Yes
CUST00092,Female,0,Yes,No,12,Yes,Fiber optic,Month-to-month,45.96,Yes
CUST00093,Female,0,No,No,26,Yes,DSL,One year,53.28,No
CUST00094,Female,0,Yes,Yes,18,Yes,Fiber optic,Month-to-month,89.98,Yes
CUST00095,Female,0,No,Yes,25,Yes,Fiber optic,Month-to-month,77.63,No
CUST00096,Female,0,No,Yes,52,Yes,No,Month-to-month,27.54,No
CUST00097,Female,0,No,No,50,Yes,Fiber optic,One year,117.26,No
CUST00098,Female,0,No,Yes,36,Yes,Fiber optic,Month-to-month,23.03,Yes
CUST00099,Female,0,Yes,No,8,Yes,No,Month-to-month,26.46,Yes
CUST00100,Male,0,Yes,Yes,51,Yes,Fiber optic,Month-to-month,89.54,Yes
CUST00101,Male,0,Yes,No,53,Yes,Fiber optic,Two year,90.22,No
CUST00102,Female,0,No,Yes,2,Yes,DSL,Month-to-month,19.93,No
CUST00103,Female,0,No,No,68,Yes,DSL,One year,83.56,No
CUST00104,Female,0,No,Yes,7,No,Fiber optic,One year,21.39,No
CUST00105,Female,0,No,Yes,13,Yes,Fiber optic,One year,116.0,No
CUST00106,Female,0,No,Yes,2,Yes,Fiber optic,One year,89.01,No
CUST00107,Female,0,No,Yes,23,Yes,DSL,Month-to-month,37.03,No
CUST00108,Female,0,Yes,No,12,Yes,Fiber optic,Month-to-month,34.13,Yes
CUST00109,Female,0,Yes,No,42,Yes,Fiber optic,Month-to-month,76.11,Yes
CUST00110,Male,0,Yes,No,28,Yes,Fiber optic,Month-to-month,82.62,No
CUST00111,Female,0,Yes,No,71,Yes,No,Two year,102.79,No
CUST00112,Male,0,Yes,No,50,Yes,DSL,Two year,110.14,No
CUST00113,Female,0,Yes,Yes,41,Yes,Fiber optic,One year,58.04,No
CUST00114,Female,0,Yes,No,30,Yes,Fiber optic,Two year,104.1,Yes
CUST00115,Male,0,Yes,No,62,Yes,Fiber optic,Two year,73.32,No
CUST00116,Female,0,No,No,25,Yes,Fiber optic,One year,66.0,No
CUST00117,Male,0,No,No,17,Yes,DSL,Month-to-month,89.3,No
CUST00118,Female,0,No,Yes,56,Yes,Fiber optic,Month-to-month,28.53,No
CUST00119,Female,1,No,Yes,6,Yes,DSL,Two year,45.07,No
CUST00120,Male,0,No,Yes,47,Yes,DSL,One year,101.31,Yes
CUST00121,Female,0,No,Yes,59,Yes,Fiber optic,Two year,69.42,No
CUST00122,Male,1,No,No,32,Yes,Fiber optic,Month-to-month,110.62,Yes
CUST00123,Female,0,Yes,No,2,Yes,Fiber optic,Month-to-month,27.05,Yes
CUST00124,Male,1,Yes,Yes,3,Yes,Fiber optic,Month-to-month,49.97,Yes
CUST00125,Male,0,No,Yes,3,Yes,Fiber optic,Month-to-month,54.27,Yes
CUST00126,Female,1,Yes,No,41,Yes,No,Two year,61.12,No
CUST00127,Female,0,Yes,No,8,Yes,No,Month-to-month,118.66,Yes
CUST00128,Male,0,Yes,Yes,50,Yes,DSL,Month-to-month,49.69,No
CUST00129,Female,0,Yes,Yes,16,Yes,Fiber optic,Month-to-month,70.91,Yes
CUST00130,Female,0,Yes,Yes,16,Yes,DSL,Month-to-month,72.68,No
CUST00131,Female,0,No,Yes,19,Yes,DSL,Month-to-month,96.62,No
CUST00132,Male,0,Yes,No,13,Yes,Fiber optic,Two year,70.82,Yes
CUST00133,Male,0,No,No,21,Yes,No,One year,79.79,No
CUST00134,Male,0,No,No,51,Yes,No,One year,94.84,No
CUST00135,Male,0,No,Yes,26,Yes,DSL,Two year,28.32,No
CUST00136,Male,0,Yes,No,42,Yes,Fiber optic,Two year,116.27,Yes
CUST00137,Male,1,No,No,2,Yes,Fiber optic,Month-to-month,104.32,Yes
CUST00138,Male,0,No,Yes,7,Yes,DSL,Month-to-month,57.65,No
CUST00139,Male,1,No,Yes,9,Yes,Fiber optic,Month-to-month,92.3,Yes
CUST00140,Male,0,No,Yes,28,Yes,Fiber optic,Month-to-month,95.76,Yes
CUST00141,Female,0,Yes,Yes,39,Yes,DSL,Month-to-month,104.73,No
CUST00142,Male,0,No,Yes,64,Yes,Fiber optic,Month-to-month,37.21,No
CUST00143,Female,0,No,Yes,20,No,DSL,Month-to-month,89.78,Yes
CUST00144,Female,0,No,No,23,Yes,DSL,Two year,21.4,No
CUST00145,Female,0,No,No,59,Yes,DSL,Two year,29.79,No
CUST00146,Male,0,Yes,No,25,Yes,Fiber optic,Month-to-month,97.16,Yes
CUST00147,Male,1,No,No,8,Yes,Fiber optic,Two year,100.93,Yes
CUST00148,Male,0,No,No,19,Yes,Fiber optic,One year,78.43,No
CUST00149,Male,0,No,No,55,No,Fiber optic,Month-to-month,77.33,No
CUST00150,Female,0,No,Yes,35,Yes,DSL,One year,94.45,No
CUST00151,Male,0,No,Yes,35,Yes,Fiber optic,Month-to-month,110.42,Yes
CUST00152,Male,0,No,Yes,21,Yes,Fiber optic,Month-to-month,60.95,No
CUST00153,Male,0,Yes,No,0,Yes,DSL,Month-to-month,29.71,No
CUST00154,Male,0,No,No,68,Yes,DSL,Month-to-month,103.58,Yes
CUST00155,Male,0,Yes,Yes,36,No,DSL,Month-to-month,52.85,No
CUST00156,Female,0,Yes,Yes,71,Yes,No,Month-to-month,31.65,No
CUST00157,Male,0,No,Yes,12,Yes,Fiber optic,Two year,80.69,No
CUST00158,Female,1,Yes,Yes,42,No,Fiber optic,One year,76.96,No
CUST00159,Male,0,No,Yes,36,Yes,DSL,One year,66.37,No
CUST00160,Female,0,Yes,No,24,Yes,Fiber optic,One year,105.7,Yes
CUST00161,Male,0,No,No,20,Yes,No,One year,45.77,No
CUST00162,Male,1,Yes,No,40,Yes,DSL,Month-to-month,19.35,No
CUST00163,Female,0,Yes,Yes,41,Yes,Fiber optic,Two year,50.99,Yes
CUST00164,Female,0,No,No,41,Yes,No,Two year,18.99,No
CUST00165,Female,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,73.45,Yes
CUST00166,Male,0,Yes,No,67,Yes,DSL,Month-to-month,56.58,No
CUST00167,Female,0,Yes,Yes,7,Yes,DSL,One year,101.02,Yes
CUST00168,Male,0,Yes,Yes,60,Yes,DSL,Month-to-month,99.35,No
CUST00169,Male,0,Yes,No,13,Yes,Fiber optic,Month-to-month,62.33,Yes
CUST00170,Female,0,No,No,20,Yes,Fiber optic,Month-to-month,40.08,Yes
CUST00171,Female,0,Yes,No,23,Yes,No,Two year,61.09,No
CUST00172,Male,0,Yes,No,49,Yes,DSL,Month-to-month,83.41,Yes
CUST00173,Male,0,No,No,44,No,Fiber optic,Month-to-month,37.4,Yes
CUST00174,Female,0,No,Yes,63,Yes,DSL,Month-to-month,96.85,Yes
CUST00175,Female,1,No,No,63,Yes,DSL,One year,51.72,No
CUST00176,Female,0,Yes,No,25,Yes,DSL,Two year,113.08,No
CUST00177,Male,0,Yes,Yes,31,Yes,DSL,Month-to-month,70.21,No
CUST00178,Male,0,Yes,No,56,Yes,Fiber optic,Month-to-month,104.41,Yes
CUST00179,Male,0,Yes,Yes,52,Yes,DSL,Month-to-month,80.82,No
CUST00180,Male,0,No,No,32,Yes,Fiber optic,One year,74.57,No
CUST00181,Male,0,No,No,51,Yes,No,One year,87.58,No
CUST00182,Male,0,Yes,Yes,17,No,No,One year,100.77,No
CUST00183,Female,0,Yes,No,34,Yes,DSL,Month-to-month,83.74,Yes
CUST00184,Male,0,Yes,No,11,Yes,No,Month-to-month,99.32,Yes
CUST00185,Male,0,Yes,No,50,Yes,DSL,Month-to-month,37.43,Yes
CUST00186,Male,0,No,No,9,Yes,Fiber optic,Two year,46.31,No
CUST00187,Female,0,No,Yes,51,Yes,Fiber optic,One year,41.43,Yes
CUST00188,Male,0,Yes,Yes,33,Yes,Fiber optic,One year,99.43,Yes
CUST00189,Male,0,No,No,66,Yes,Fiber optic,Two year,26.79,No
CUST00190,Female,0,Yes,No,38,Yes,Fiber optic,Two year,99.18,Yes
CUST00191,Male,0,Yes,Yes,7,Yes,DSL,Month-to-month,57.68,Yes
CUST00192,Male,0,No,Yes,28,Yes,Fiber optic,Month-to-month,26.11,Yes
CUST00193,Male,0,Yes,No,21,Yes,DSL,Two year,61.29,No
CUST00194,Male,0,No,Yes,69,Yes,Fiber optic,Two year,48.65,No
CUST00195,Male,1,Yes,Yes,60,Yes,DSL,Month-to-month,78.38,No
CUST00196,Female,0,No,Yes,42,Yes,DSL,Two year,66.2,No
CUST00197,Female,0,Yes,Yes,48,Yes,Fiber optic,Month-to-month,48.27,Yes
CUST00198,Female,0,No,No,28,Yes,Fiber optic,Month-to-month,105.95,Yes
CUST00199,Male,0,Yes,Yes,30,Yes,Fiber optic,Month-to-month,59.5,Yes
CUST00200,Male,0,Yes,No,52,Yes,Fiber optic,Two year,66.01,No
CUST00201,Male,0,No,No,33,Yes,Fiber optic,One year,104.36,No
CUST00202,Female,1,Yes,Yes,37,Yes,Fiber optic,One year,27.08,No
CUST00203,Male,0,No,No,56,Yes,No,Month-to-month,57.77,Yes
CUST00204,Male,0,No,No,3,Yes,DSL,Month-to-month,59.09,No
CUST00205,Female,0,Yes,Yes,1,Yes,Fiber optic,Two year,68.57,No
CUST00206,Male,0,Yes,Yes,11,Yes,No,Month-to-month,28.82,Yes
CUST00207,Female,0,Yes,Yes,34,Yes,No,One year,28.47,No
CUST00208,Female,0,Yes,No,69,Yes,Fiber optic,One year,60.47,No
CUST00209,Female,0,No,No,71,Yes,DSL,One year,21.37,No
CUST00210,Male,0,Yes,No,20,Yes,Fiber optic,Two year,44.01,No
CUST00211,Male,0,Yes,No,60,Yes,Fiber optic,Month-to-month,38.52,Yes
CUST00212,Male,0,Yes,Yes,34,Yes,Fiber optic,One year,67.92,No
CUST00213,Male,0,No,No,47,Yes,Fiber optic,Month-to-month,19.14,Yes
CUST00214,Male,0,Yes,Yes,14,No,DSL,Month-to-month,86.92,Yes
CUST00215,Male,0,No,Yes,70,Yes,DSL,Month-to-month,105.27,Yes
CUST00216,Male,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,90.09,Yes
CUST00217,Female,0,No,Yes,5,Yes,DSL,Two year,101.44,No
CUST00218,Male,1,Yes,No,67,Yes,DSL,One year,83.62,No
CUST00219,Female,1,Yes,Yes,21,Yes,Fiber optic,Month-to-month,69.75,Yes
CUST00220,Male,0,No,No,31,Yes,Fiber optic,Month-to-month,40.34,Yes
CUST00221,Male,1,Yes,Yes,21,Yes,DSL,Month-to-month,46.52,No
CUST00222,Male,0,Yes,Yes,26,Yes,DSL,One year,50.41,No
CUST00223,Female,0,Yes,Yes,14,Yes,No,Two year,21.88,No
CUST00224,Female,0,No,No,43,Yes,DSL,Month-to-month,111.14,Yes
CUST00225,Female,0,Yes,Yes,8,Yes,DSL,Month-to-month,109.83,Yes
CUST00226,Female,0,No,Yes,33,No,DSL,Month-to-month,28.99,Yes
CUST00227,Male,0,No,Yes,14,Yes,Fiber optic,Month-to-month,74.78,No
CUST00228,Female,0,No,Yes,61,Yes,Fiber optic,One year,65.7,Yes
CUST00229,Male,0,Yes,No,44,Yes,DSL,Month-to-month,87.71,Yes
CUST00230,Male,0,No,No,71,Yes,DSL,Month-to-month,79.51,Yes
CUST00231,Female,0,No,Yes,57,Yes,Fiber optic,Month-to-month,30.68,Yes
CUST00232,Female,0,Yes,Yes,18,No,Fiber optic,Month-to-month,85.33,Yes
CUST00233,Female,0,No,No,15,Yes,Fiber optic,Month-to-month,80.1,Yes
CUST00234,Female,1,No,No,7,Yes,DSL,Two year,72.18,No
CUST00235,Female,1,Yes,No,32,No,DSL,One year,59.05,No
CUST00236,Female,0,Yes,Yes,17,Yes,Fiber optic,One year,115.4,No
CUST00237,Female,1,No,No,34,Yes,Fiber optic,Month-to-month,104.64,Yes
CUST00238,Female,0,Yes,Yes,42,Yes,DSL,Month-to-month,77.68,No
CUST00239,Male,1,Yes,No,49,Yes,Fiber optic,Month-to-month,18.65,Yes
CUST00240,Female,0,Yes,No,2,Yes,DSL,Month-to-month,62.08,No
CUST00241,Female,0,No,Yes,58,No,Fiber optic,Month-to-month,89.43,Yes
CUST00242,Male,0,No,No,27,Yes,Fiber optic,Month-to-month,29.96,Yes
CUST00243,Female,0,Yes,Yes,45,Yes,No,Month-to-month,59.47,Yes
CUST00244,Male,0,No,No,63,Yes,Fiber optic,Month-to-month,37.56,Yes
CUST00245,Male,0,Yes,Yes,69,Yes,Fiber optic,Two year,52.49,Yes
CUST00246,Female,0,Yes,No,46,Yes,DSL,Month-to-month,20.72,No
CUST00247,Male,0,Yes,No,13,Yes,DSL,Month-to-month,30.93,Yes
CUST00248,Male,0,Yes,Yes,6,Yes,DSL,Month-to-month,64.39,Yes
CUST00249,Male,0,Yes,Yes,30,Yes,DSL,One year,109.62,No
CUST00250,Male,0,No,Yes,50,Yes,DSL,One year,68.04,No
CUST00251,Female,0,No,Yes,28,Yes,No,Month-to-month,64.21,No
CUST00252,Male,0,No,No,14,Yes,Fiber optic,One year,98.33,Yes
CUST00253,Female,0,No,No,24,Yes,DSL,Month-to-month,45.32,Yes
CUST00254,Male,0,Yes,No,60,No,DSL,One year,27.7,No
CUST00255,Male,1,Yes,No,40,Yes,DSL,One year,39.38,No
CUST00256,Male,0,No,No,68,Yes,DSL,One year,98.71,No
CUST00257,Male,0,No,No,3,Yes,DSL,One year,87.06,No
CUST00258,Female,1,Yes,Yes,56,Yes,Fiber optic,Month-to-month,27.34,Yes
CUST00259,Female,0,Yes,No,30,Yes,No,Month-to-month,86.04,Yes
CUST00260,Male,0,Yes,No,2,Yes,Fiber optic,Month-to-month,113.02,Yes
CUST00261,Male,0,No,Yes,66,Yes,Fiber optic,Two year,22.59,No
CUST00262,Female,0,Yes,No,49,Yes,Fiber optic,Month-to-month,80.87,Yes
CUST00263,Male,0,Yes,No,16,No,DSL,Month-to-month,56.67,No
CUST00264,Male,0,No,No,59,Yes,DSL,Month-to-month,69.11,No
CUST00265,Male,0,No,Yes,65,Yes,Fiber optic,Month-to-month,71.87,Yes
CUST00266,Female,1,No,Yes,23,Yes,Fiber optic,One year,96.65,Yes
CUST00267,Female,0,Yes,No,31,Yes,Fiber optic,Month-to-month,74.82,Yes
CUST00268,Female,0,Yes,Yes,18,Yes,DSL,Month-to-month,78.49,Yes
CUST00269,Male,0,No,No,65,Yes,No,Month-to-month,51.96,No
CUST00270,Male,0,Yes,No,59,Yes,DSL,One year,30.85,No
CUST00271,Female,0,Yes,No,65,Yes,Fiber optic,Month-to-month,87.64,Yes
CUST00272,Female,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,18.05,Yes
CUST00273,Female,0,No,No,34,Yes,DSL,One year,51.53,No
CUST00274,Female,0,No,No,68,Yes,Fiber optic,Month-to-month,40.24,Yes
CUST00275,Male,0,Yes,No,26,Yes,Fiber optic,Month-to-month,57.63,Yes
CUST00276,Female,0,Yes,No,6,No,No,One year,49.75,No
CUST00277,Male,0,Yes,No,5,Yes,DSL,Month-to-month,89.83,No
CUST00278,Female,0,Yes,Yes,32,Yes,No,Month-to-month,44.54,No
CUST00279,Male,0,No,No,57,Yes,DSL,Month-to-month,75.2,No
CUST00280,Female,0,No,Yes,48,Yes,Fiber optic,Month-to-month,64.49,No
CUST00281,Female,0,Yes,No,16,Yes,Fiber optic,Month-to-month,99.71,Yes
CUST00282,Female,1,Yes,Yes,41,Yes,DSL,One year,61.67,No
CUST00283,Female,1,No,No,71,Yes,DSL,Two year,106.12,Yes
CUST00284,Male,0,Yes,No,39,Yes,DSL,Month-to-month,18.01,No
CUST00285,Female,1,No,Yes,45,Yes,DSL,Month-to-month,79.69,Yes
CUST00286,Male,0,Yes,Yes,70,Yes,DSL,Month-to-month,19.0,No
CUST00287,Male,1,No,No,69,Yes,DSL,One year,90.82,No
CUST00288,Male,0,Yes,Yes,67,Yes,DSL,Month-to-month,41.96,No
CUST00289,Male,1,Yes,Yes,0,Yes,Fiber optic,Month-to-month,56.76,No
CUST00290,Female,1,No,No,51,Yes,Fiber optic,One year,56.8,No
CUST00291,Male,0,No,No,34,Yes,Fiber optic,Month-to-month,104.34,Yes
CUST00292,Male,1,Yes,No,68,Yes,Fiber optic,Month-to-month,28.41,Yes
CUST00293,Male,0,Yes,No,4,Yes,DSL,Month-to-month,86.02,No
CUST00294,Female,0,No,No,16,Yes,Fiber optic,One year,118.09,No
CUST00295,Female,0,No,Yes,52,Yes,Fiber optic,Month-to-month,20.28,No
CUST00296,Female,0,Yes,No,51,No,DSL,Month-to-month,116.52,Yes
CUST00297,Female,0,Yes,Yes,13,Yes,Fiber optic,Month-to-month,19.88,Yes
CUST00298,Male,0,No,No,28,Yes,Fiber optic,Two year,103.8,Yes
CUST00299,Male,1,No,No,7,Yes,No,Month-to-month,116.05,No
CUST00300,Female,0,No,Yes,0,Yes,Fiber optic,Month-to-month,119.29,Yes
CUST00301,Male,0,No,No,28,Yes,Fiber optic,One year,64.83,Yes
CUST00302,Male,1,No,Yes,35,Yes,DSL,Month-to-month,106.43,Yes
CUST00303,Male,1,Yes,Yes,50,Yes,Fiber optic,Month-to-month,30.48,No
CUST00304,Female,1,Yes,Yes,36,Yes,DSL,Month-to-month,61.39,No
CUST00305,Female,0,No,No,68,Yes,Fiber optic,Month-to-month,49.41,Yes
CUST00306,Male,1,Yes,No,52,Yes,Fiber optic,Month-to-month,58.31,No
CUST00307,Female,0,Yes,No,51,Yes,No,Two year,89.6,Yes
CUST00308,Female,0,No,No,11,Yes,DSL,Month-to-month,26.92,No
CUST00309,Female,0,Yes,No,51,Yes,DSL,Two year,119.81,Yes
CUST00310,Female,0,Yes,No,0,Yes,Fiber optic,One year,82.78,Yes
CUST00311,Female,0,Yes,Yes,6,Yes,Fiber optic,Two year,107.1,No
CUST00312,Male,0,No,No,16,Yes,DSL,Month-to-month,102.63,Yes
CUST00313,Female,0,No,No,42,Yes,DSL,Month-to-month,96.13,Yes
CUST00314,Male,0,Yes,No,70,Yes,DSL,One year,22.0,No
CUST00315,Male,0,Yes,No,16,Yes,Fiber optic,One year,70.68,No
CUST00316,Female,0,Yes,Yes,58,Yes,Fiber optic,Two year,51.47,No
CUST00317,Male,0,Yes,Yes,2,Yes,DSL,Month-to-month,29.52,No
CUST00318,Male,0,Yes,Yes,28,No,Fiber optic,Month-to-month,52.99,No
CUST00319,Male,0,Yes,Yes,21,Yes,Fiber optic,Two year,83.77,Yes
CUST00320,Female,0,No,Yes,37,No,DSL,Two year,41.52,No
CUST00321,Female,1,Yes,No,53,Yes,Fiber optic,Month-to-month,63.35,Yes
CUST00322,Male,0,Yes,Yes,49,Yes,Fiber optic,One year,59.26,No
CUST00323,Female,0,No,Yes,68,Yes,DSL,One year,23.35,No
CUST00324,Female,0,Yes,No,29,Yes,Fiber optic,Month-to-month,82.06,Yes
CUST00325,Female,0,Yes,No,22,Yes,Fiber optic,Two year,81.12,Yes
CUST00326,Female,1,Yes,Yes,46,Yes,DSL,Month-to-month,116.57,No
CUST00327,Male,0,Yes,No,20,Yes,DSL,One year,48.4,No
CUST00328,Male,0,No,No,19,Yes,DSL,Two year,60.73,No
CUST00329,Female,0,Yes,Yes,22,Yes,Fiber optic,Month-to-month,59.17,No
CUST00330,Female,0,No,No,67,Yes,DSL,Two year,111.81,No
CUST00331,Male,0,Yes,Yes,20,Yes,Fiber optic,One year,59.68,No
CUST00332,Male,0,Yes,Yes,20,Yes,Fiber optic,Two year,63.16,Yes
CUST00333,Female,0,No,No,0,Yes,Fiber optic,Month-to-month,43.74,Yes
CUST00334,Male,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,18.12,Yes
CUST00335,Female,0,No,Yes,16,Yes,DSL,One year,29.27,No
CUST00336,Female,1,No,No,50,Yes,No,Month-to-month,89.8,Yes
CUST00337,Male,1,No,No,62,Yes,Fiber optic,Month-to-month,87.61,Yes
CUST00338,Male,0,Yes,No,13,Yes,Fiber optic,Month-to-month,50.9,Yes
CUST00339,Female,0,Yes,No,58,Yes,Fiber optic,Month-to-month,66.25,No
CUST00340,Female,0,Yes,Yes,49,Yes,Fiber optic,One year,48.33,No
CUST00341,Male,0,Yes,No,33,Yes,DSL,One year,92.55,No
CUST00342,Female,0,No,No,5,Yes,Fiber optic,One year,103.93,Yes
CUST00343,Male,1,Yes,Yes,48,Yes,DSL,One year,109.71,Yes
